cmc,power,toughness,race,ability,color
4,2,3,Elf,Deathtouch,Black
4,*,*,Lhurgoyf,none,Black
2,1,1,Rat,none,Black
5,4,4,Vampire,Flying,Black
3,2,2,Zombie,none,Black
2,1,1,Goblin,none,Red
3,0,1,Elemental,none,Red
5,4,5,Elemental,none,Red
2,2,1,Goblin,none,Red
3,1,2,Goblin,Flying,Red
4,3,3,Giant,none,Red
6,6,1,Human,Haste,Red
4,4,1,Elemental,Haste,Red
3,1,1,Human,none,Red
6,5,5,Dragon,Flying,Red
3,2,2,Elf,none,Green
4,*,*,Elf,Hexproof,Green
7,7,7,Wurm,Trample,Green
5,3,3,Elf,none,Green
3,2,2,Elf,none,Green
1,1,1,Elf,none,Green
2,1,1,Elf,none,Green
2,2,3,Elf,none,Green
2,1,1,Elf,none,Green
4,2,4,Spider,Reach,Green
3,1,1,Elf,none,Green
4,2,2,Elf,none,Green
3,2,2,Elf,none,Green
3,*,*,Elf,none,Green
4,3,3,Elf,none,Green
7,*,*,Elemental,Trample,Green
2,2,1,Snake,none,Green
6,5,4,Giant,none,Green
2,2,2,Bear,none,Green
5,5,4,Wurm,none,Green
2,4,3,Elf,Trample,Green
3,3,3,Elephant,none,Green
3,3,2,Troll,Hexproof,Green
8,7,7,Elemental,none,Green
6,6,6,Elemental,Trample,Green
1,0,3,Wall,none,Green
4,1,1,Dragon,Flying,Red
3,2,2,Centaur,Vigilance,Red
3,2,2,Badger,none,Green
4,3,2,Hound,First strike,Red
5,5,4,Wurm,none,Green
4,3,3,Minotaur,none,Red
3,2,2,Horror,none,Black
3,2,2,Human,none,Red
2,2,3,Kor,Flying,White
1,1,1,Vampire,none,Black
1,0,1,Bird,Flying,Green
2,1,1,Vampire,none,Black
3,2,2,Human,Double strike,White
6,6,6,Giant,none,Blue
6,6,6,Giant,Deathtouch,Black
6,6,6,Giant,none,Red
3,2,2,Phoenix,Flying,Red
1,2,1,Zombie,none,Black
3,2,2,Human,none,White
2,1,2,Merfolk,none,Blue
3,2,2,Human,First strike,White
6,4,5,Angel,Flying,White
7,*,*,Avatar,none,White
2,0,0,Hydra,none,Green
4,3,3,Vampire,none,Black
8,9,9,Elephant,none,Green
7,4,6,Angel,Flying,White
4,2,2,Human,Flash,Blue
5,3,3,Ogre,none,Red
4,2,2,Sliver,none,White
4,3,3,Ogre,none,Red
2,2,2,Ooze,none,Green
7,6,6,Giant,none,Red
2,0,3,Plant,none,Green
4,1,4,Human,none,Green
6,6,6,Avatar,Flying,Blue
6,6,6,Avatar,Reach,Green
3,2,2,Human,none,Blue
6,4,4,Angel,Flying,White
3,2,2,Human,none,Black
2,2,1,Human,none,Green
3,2,2,Goblin,none,Red
4,2,3,Human,none,White
6,4,5,Djinn,Prowess,Blue
5,5,4,Demon,Flying,Black
5,3,3,Human,none,Red
6,4,5,Human,none,Green
3,2,3,Human,none,Blue
2,1,3,Goblin,none,Red
7,4,5,Dragon,Flying,Green
2,2,2,Human,none,White
7,5,5,Sphinx,Flying,Blue
4,3,4,Elf,Reach,Green
5,4,4,Human,Flash,White
6,6,6,Demon,Flying,Black
4,2,2,Human,none,Red
1,1,1,Human,none,Green
2,2,2,Human,Prowess,White
5,4,3,Human,none,White
7,4,5,Vampire,Flying,Black
6,5,5,Hydra,Trample,Green
1,1,1,Cat,none,Green
2,0,0,Plant,none,Green
5,3,3,Kor,none,White
7,5,4,Dragon,Flying,Red
7,6,6,Elf,none,Green
5,4,4,Goblin,Menace,Red
1,1,1,Human,First strike,White
1,1,1,Human,Vigilance,White
2,2,2,Kor,Flying,White
2,2,2,Kithkin,First strike,White
2,2,2,Human,First strike,White
2,2,2,Cat,Flying,White
2,2,2,Human,First strike,White
2,2,2,Human,First strike,White
3,2,2,Human,none,White
3,2,2,Human,none,White
3,2,2,Human,First strike,White
4,2,4,Human,none,White
4,2,2,Kithkin,none,White
4,2,2,Human,none,White
4,2,3,Cat,Flying,White
5,3,3,Kithkin,Flying,White
6,3,4,Human,none,White
8,5,5,Dragon,Flash,Red
1,3,3,Wall,none,Red
1,1,1,Goblin,none,Red
2,1,1,Goblin,none,Red
2,1,1,Shapeshifter,none,Red
3,1,1,Goblin,none,Red
3,2,2,Human,none,Red
4,2,3,Dragon,Flying,Red
5,4,4,Dragon,Flying,Red
6,3,4,Elemental,Flash,Red
6,5,5,Dragon,Flying,Red
7,5,5,Dragon,Flying,Red
7,5,5,Dragon,Flying,Red
7,5,5,Dragon,Flying,Red
1,1,1,Human,none,Red
1,1,1,Human,none,Red
4,2,3,Zombie,none,Black
4,5,5,Human,none,Red
5,3,3,Human,Haste,Red
5,3,3,Human,Haste,Red
4,2,4,Merfolk,none,Blue
4,2,4,Merfolk,none,Blue
4,1,1,Bird,Flying,White
4,1,1,Bird,Flying,White
4,2,4,Human,none,Red
5,6,1,Insect,none,Green
5,6,1,Insect,none,Green
3,1,1,Rat,none,Black
5,2,4,Elf,none,Green
3,4,1,Elf,none,Green
3,4,1,Elf,none,Green
3,2,2,Elf,none,Green
3,2,2,Goblin,none,Red
3,2,2,Goblin,none,Red
3,2,2,Elf,none,Green
3,2,2,Elf,none,Green
7,7,7,Ape,none,Green
5,2,3,Ape,Trample,Green
5,2,3,Ape,Trample,Green
4,3,3,Ape,none,Green
4,3,3,Ape,none,Green
1,1,1,Ape,none,Red
1,1,1,Ape,none,Red
1,1,1,Worm,none,Black
1,1,1,Worm,none,Black
5,2,2,Gargoyle,Flying,White
3,1,2,Human,none,White
5,2,3,Elf,none,Green
6,6,6,Avatar,none,Black
4,2,3,Human,none,White
4,2,3,Human,none,White
4,1,6,Human,none,White
4,2,2,Horror,none,Black
3,2,1,Skeleton,First strike,Black
3,2,1,Skeleton,First strike,Black
4,1,5,Illusion,none,Black
4,1,5,Illusion,none,Black
2,0,1,Illusion,Flying,Blue
3,3,4,Human,Flying,Red
1,1,1,Human,none,White
1,1,1,Human,none,White
3,1,3,Human,none,White
2,1,2,Human,none,Black
2,1,2,Human,none,Black
3,2,2,Human,none,Blue
3,2,2,Human,none,Blue
2,1,1,Human,none,Blue
2,1,1,Human,none,Blue
1,1,1,Human,none,Red
3,0,1,Starfish,none,Blue
2,1,2,Bird,Flying,Blue
2,1,2,Bird,Flying,Blue
6,3,4,Elemental,Flying,Blue
3,0,4,Human,none,Red
3,0,4,Human,none,Red
4,2,4,Human,none,Black
2,0,3,Angel,none,White
2,0,1,Insect,Flying,Black
2,0,1,Insect,Flying,Black
4,1,3,Human,none,White
4,3,2,Human,none,Red
4,3,2,Human,none,Red
2,3,4,Human,Trample,Red
2,1,2,Homarid,none,Blue
3,1,4,Plant,none,Green
3,1,4,Plant,none,Green
3,1,1,Bird,Flying,White
3,1,1,Bird,Flying,White
5,2,7,Treefolk,none,Green
5,2,7,Treefolk,none,Green
4,5,1,Insect,Trample,Green
6,6,6,Angel,Flying,White
3,2,2,Bird,Flying,White
5,3,4,Archon,Flying,White
5,3,3,Giant,First strike,White
2,2,2,Griffin,none,White
1,0,1,Human,none,White
1,1,1,Kor,none,White
2,2,2,Kor,none,White
4,2,4,Angel,Flying,White
1,1,1,Cat,none,White
2,2,1,Kor,none,White
1,0,4,Human,none,White
2,1,1,Spirit,none,White
2,1,2,Kor,none,White
4,2,3,Human,none,White
3,1,4,Turtle,none,Blue
3,2,2,Merfolk,none,Blue
7,8,7,Sphinx,Flying,Blue
2,1,3,Human,none,Blue
3,3,1,Drake,Flying,Blue
2,0,0,Shapeshifter,none,Blue
2,2,1,Merfolk,none,Blue
5,3,3,Surrakar,none,Blue
3,2,2,Merfolk,none,Blue
3,2,1,Elemental,none,Blue
4,3,3,Drake,Flying,Blue
4,6,6,Demon,Flying,Black
3,0,2,Human,none,Black
5,4,3,Vampire,none,Black
3,2,2,Vampire,none,Black
2,1,1,Human,none,Black
7,5,4,Vampire,Flying,Black
5,4,3,Insect,none,Black
1,13,13,Avatar,none,Black
4,3,2,Insect,Flying,Black
2,2,2,Vampire,none,Black
1,1,1,Vampire,none,Black
1,1,1,Vampire,none,Black
2,2,1,Vampire,none,Black
3,1,1,Rat,none,Black
4,3,3,Surrakar,none,Black
2,1,1,Human,Haste,Red
2,1,1,Goblin,none,Red
4,2,2,Elemental,none,Red
3,0,1,Human,Haste,Red
5,4,3,Ogre,none,Red
1,1,1,Human,none,Red
3,3,2,Goblin,none,Red
5,3,3,Lizard,none,Red
5,5,4,Ogre,none,Red
6,5,5,Dragon,Flying,Red
1,1,1,Lizard,Haste,Red
2,2,1,Goblin,none,Red
4,2,2,Goblin,none,Red
1,1,1,Elf,none,Green
7,5,5,Elemental,none,Green
2,2,2,Beast,none,Green
2,2,1,Spider,Reach,Green
4,2,2,Human,Trample,Green
2,0,1,Human,none,Green
1,1,1,Elf,none,Green
3,4,5,Beast,none,Green
3,1,1,Elemental,none,Green
3,2,3,Plant,none,Green
4,5,2,Ape,none,Green
8,9,9,Elephant,none,Green
3,1,1,Elf,none,Green
4,4,4,Elemental,none,Green
1,3,4,Human,Double strike,White
1,1,1,Human,none,White
2,2,2,Fox,none,White
4,1,4,Spirit,none,White
5,4,4,Spirit,Flying,White
5,2,1,Spirit,none,White
5,2,3,Spirit,Flying,White
5,2,3,Spirit,none,White
1,2,2,Hound,none,White
3,1,2,Spirit,Flying,White
2,2,2,Spirit,none,White
4,1,7,Spirit,none,White
5,3,3,Spirit,none,White
6,3,2,Spirit,Flying,White
3,2,2,Fox,First strike,White
1,0,1,Fox,none,White
4,2,2,Fox,none,White
4,4,5,Fox,none,White
3,2,1,Fox,none,White
7,3,3,Human,Vigilance,White
2,1,2,Human,none,White
1,1,1,Spirit,Flying,White
3,2,1,Human,Flash,White
4,2,2,Human,Flying,White
8,4,6,Spirit,none,White
4,3,3,Human,none,White
3,1,2,Fox,none,White
6,4,4,Human,none,White
2,2,2,Fox,none,White
2,2,1,Fox,none,White
2,1,2,Zubera,none,White
6,3,3,Human,none,White
6,5,5,Dragon,Flying,White
5,0,2,Human,none,Blue
3,1,3,Spirit,none,Blue
2,1,2,Zubera,none,Blue
3,1,3,Human,none,Blue
2,1,2,Spirit,none,Blue
4,1,3,Human,none,Blue
2,1,1,Human,none,Blue
2,2,3,Human,none,Blue
3,2,2,Spirit,none,Blue
6,5,5,Dragon,Flying,Blue
5,2,4,Moonfolk,Flying,Blue
10,3,3,Spirit,none,Blue
3,1,4,Spirit,none,Blue
6,3,3,Spirit,Flying,Blue
2,1,1,Moonfolk,Flying,Blue
4,3,1,Moonfolk,Flying,Blue
4,2,1,Moonfolk,Flying,Blue
3,2,1,Moonfolk,Flying,Blue
4,2,2,Moonfolk,Flying,Blue
5,2,3,Moonfolk,Flying,Blue
2,1,1,Human,none,Blue
2,3,3,Human,none,Blue
5,3,3,Spirit,Flying,Blue
9,6,7,Spirit,Flying,Blue
6,4,4,Moonfolk,Flying,Blue
1,1,1,Spirit,none,Blue
2,1,2,Zubera,none,Black
4,3,2,Ogre,none,Black
3,3,1,Ogre,none,Black
2,2,1,Spirit,none,Black
4,1,1,Human,none,Black
6,3,3,Ogre,none,Black
4,2,2,Spirit,Flying,Black
5,5,4,Demon,Trample,Black
5,3,2,Spirit,Flying,Black
4,4,4,Spirit,Flying,Black
6,4,4,Spirit,none,Black
6,4,1,Spirit,Flying,Black
3,1,1,Spirit,Flying,Black
2,1,1,Human,none,Black
6,5,5,Dragon,Flying,Black
9,9,9,Demon,none,Black
5,2,3,Rat,none,Black
8,5,2,Spirit,Reach,Black
2,1,1,Rat,none,Black
2,2,1,Rat,none,Black
2,2,1,Rat,none,Black
2,4,2,Rat,none,Black
3,3,1,Rat,none,Black
2,1,1,Rat,none,Black
2,3,3,Rat,none,Black
4,1,1,Human,none,Black
5,5,4,Demon,none,Black
1,1,1,Human,none,Black
5,4,2,Spirit,none,Black
5,6,5,Demon,none,Black
3,2,2,Spirit,none,Black
3,3,2,Ogre,none,Black
2,2,2,Spirit,none,Black
1,1,1,Goblin,none,Red
3,2,2,Goblin,First strike,Red
4,2,2,Goblin,none,Red
2,1,1,Goblin,none,Red
4,1,1,Goblin,none,Red
2,1,1,Human,none,Red
4,1,1,Goblin,none,Red
3,2,1,Human,none,Red
3,2,1,Human,none,Red
3,2,2,Spirit,none,Red
6,4,5,Spirit,none,Red
2,1,2,Zubera,none,Red
4,1,2,Human,none,Red
6,3,3,Human,none,Red
2,2,1,Spirit,none,Red
4,4,4,Ogre,none,Red
4,2,3,Spirit,none,Red
5,2,2,Goblin,Haste,Red
5,4,4,Human,none,Red
5,3,3,Human,none,Red
10,7,4,Spirit,none,Red
5,3,1,Spirit,none,Red
3,2,2,Spirit,none,Red
3,2,2,Human,Haste,Red
6,5,5,Dragon,Flying,Red
4,0,0,Demon,none,Red
5,3,3,Ogre,none,Red
5,2,2,Spirit,none,Red
3,2,2,Goblin,none,Red
3,1,2,Human,none,Green
2,3,3,Human,none,Green
4,2,2,Spirit,none,Green
3,2,2,Human,none,Green
2,1,2,Zubera,none,Green
4,3,2,Spirit,none,Green
1,1,1,Spirit,none,Green
2,2,2,Human,none,Green
6,4,4,Spirit,none,Green
6,5,5,Dragon,Flying,Green
1,1,1,Human,none,Green
3,2,2,Spirit,none,Green
4,3,2,Snake,none,Green
5,2,4,Snake,none,Green
5,6,4,Spirit,Trample,Green
4,4,4,Spirit,none,Green
3,1,3,Snake,none,Green
6,5,5,Spirit,Trample,Green
9,8,8,Spirit,none,Green
6,3,4,Spirit,Reach,Green
4,4,3,Human,none,Green
3,1,1,Snake,none,Green
3,3,3,Snake,none,Green
1,1,1,Snake,none,Green
2,2,1,Snake,none,Green
2,1,2,Snake,none,Green
4,3,3,Spirit,none,Green
4,1,3,Snake,none,Green
2,1,1,Snake,none,Green
6,3,4,Snake,none,Green
4,2,2,Snake,none,Green
2,1,1,Spirit,none,Green
4,3,4,Snake,none,Green
8,6,6,Spirit,none,Green
5,2,3,Spirit,Reach,Green
7,4,4,Spirit,Menace,Green
4,2,2,Griffin,Flying,White
5,4,4,Angel,Flying,White
5,5,3,Angel,Flying,White
2,1,2,Human,none,White
1,1,1,Human,none,White
3,2,3,Spirit,Flying,White
2,1,1,Human,none,White
2,3,3,Horror,none,Black
6,5,5,Spirit,Flying,White
1,1,1,Human,none,White
3,2,2,Human,none,White
2,2,2,Human,First strike,White
3,1,3,Human,none,White
5,3,3,Spirit,Flying,White
5,*,*,Human,Vigilance,White
4,2,2,Human,none,White
3,2,2,Human,none,White
1,0,0,Human,none,White
1,1,1,Human,none,White
2,2,2,Fox,none,White
4,3,2,Human,none,White
2,2,2,Spirit,none,White
5,3,5,Hound,none,White
4,2,2,Human,Vigilance,White
4,5,4,Human,Trample,White
2,1,1,Human,none,White
3,1,4,Human,Flash,White
3,2,1,Spirit,Flying,White
3,1,4,Zombie,none,Blue
5,3,3,Spirit,Flying,Blue
3,0,1,Human,none,Blue
3,5,1,Human,none,Red
1,1,1,Human,none,Blue
1,3,2,Human,Flying,Blue
2,1,1,Human,none,Blue
4,1,6,Crab,none,Blue
2,1,1,Human,Hexproof,Blue
3,2,2,Human,none,Blue
3,2,1,Spirit,Flying,Blue
2,0,3,Lizard,none,Blue
2,13,13,Lizard,Trample,Blue
4,4,5,Zombie,none,Blue
2,1,1,Spirit,Flying,Blue
5,5,1,Spirit,Flying,Blue
4,3,2,Spirit,Flying,Blue
5,4,4,Bird,Flying,Blue
3,2,3,Human,none,Blue
6,6,9,Zombie,Trample,Blue
3,5,6,Zombie,Flying,Blue
2,2,1,Human,Flash,Blue
3,3,4,Zombie,Flying,Blue
2,1,2,Homunculus,none,Blue
5,*,*,Spirit,Flying,Blue
4,4,2,Zombie,none,Blue
4,3,2,Zombie,First strike,Black
5,1,2,Human,Deathtouch,Black
5,5,4,Demon,Flying,Black
4,3,3,Vampire,Flying,Black
4,5,5,Vampire,Flying,Black
4,1,1,Insect,none,Black
1,2,2,Zombie,none,Black
2,1,1,Human,none,Black
4,2,2,Vampire,Flying,Black
3,2,2,Zombie,none,Black
2,1,1,Skeleton,Haste,Black
3,3,1,Vampire,Lifelink,Black
5,4,4,Spirit,none,Black
6,6,6,Demon,Flying,Black
4,5,1,Zombie,none,Black
3,2,2,Bat,Flying,Black
3,5,5,Vampire,none,Black
2,1,2,Human,none,Black
5,4,3,Vampire,none,Black
1,1,1,Rat,Deathtouch,Black
3,0,0,Zombie,none,Black
2,2,1,Vampire,Flying,Black
3,2,2,Human,none,Black
2,2,2,Zombie,none,Black
2,2,1,Elemental,none,Red
7,6,6,Dragon,Flying,Red
2,2,1,Vampire,none,Red
6,4,4,Devil,none,Red
3,3,2,Vampire,none,Red
5,2,2,Vampire,Flying,Red
3,1,2,Wolf,Trample,Red
3,1,5,Human,none,Red
3,5,5,Werewolf,none,Red
4,2,3,Human,none,Red
4,5,5,Werewolf,Trample,Red
3,3,1,Wolf,none,Red
3,2,2,Human,First strike,Red
3,3,3,Werewolf,Double strike,Red
5,4,4,Vampire,none,Red
5,3,3,Devil,none,Red
6,4,2,Human,none,Red
3,2,2,Vampire,none,Red
1,1,1,Human,none,Red
1,3,2,Werewolf,none,Red
3,2,3,Devil,none,Red
5,3,3,Elemental,Reach,Red
4,2,2,Human,none,Red
1,1,1,Vampire,none,Red
4,3,2,Human,none,Red
4,6,4,Werewolf,none,Red
2,1,1,Human,First strike,Red
2,3,1,Werewolf,First strike,Red
2,2,1,Snake,Deathtouch,Green
1,1,1,Human,none,Green
2,*,*,Wurm,none,Green
2,2,2,Wolf,none,Green
3,2,2,Human,none,Green
3,4,4,Werewolf,none,Green
3,2,3,Human,none,Green
6,6,6,Avatar,none,Green
4,3,3,Boar,Trample,Green
2,2,2,Human,none,Green
2,3,3,Werewolf,none,Green
3,3,4,Plant,none,Green
5,4,4,Human,none,Green
5,7,7,Werewolf,none,Green
2,2,2,Human,none,Green
5,4,5,Elemental,none,Green
5,3,4,Human,none,Green
6,6,6,Spirit,none,Green
4,1,1,Treefolk,Hexproof,Green
2,1,1,Human,none,Green
2,3,3,Werewolf,none,Green
7,8,8,Insect,Trample,Green
3,2,2,Spirit,none,Green
5,2,4,Spider,Reach,Green
3,*,*,Elemental,Trample,Green
4,0,13,Plant,none,Green
4,3,3,Human,none,Green
4,5,5,Werewolf,none,Green
3,2,3,Human,none,Green
3,4,6,Werewolf,none,Green
4,2,3,Human,none,Green
2,1,1,Human,none,White
2,1,1,Human,none,White
1,1,1,Human,none,White
4,2,5,Cat,none,White
2,1,3,Cat,none,White
1,1,1,Cat,none,White
2,2,2,Cat,Flying,White
6,3,3,Elephant,none,White
2,4,4,Elephant,none,White
4,2,2,Elephant,none,White
7,4,4,Angel,Flying,White
3,2,2,Cat,none,White
4,2,3,Cat,Flying,White
3,1,1,Slith,Flying,White
4,2,3,Cat,none,White
10,*,*,Beast,Flying,Blue
3,1,2,Human,none,Blue
6,3,3,Drone,Flying,Blue
4,2,2,Vedalken,none,Blue
3,1,2,Human,Flying,Blue
2,1,3,Human,none,Blue
2,1,1,Bird,Flying,Blue
3,2,2,Human,none,Blue
3,0,3,Wall,none,Blue
5,3,4,Elemental,none,Blue
3,1,1,Slith,none,Blue
6,3,2,Drone,Flying,Blue
4,0,2,Vedalken,none,Blue
5,3,3,Drone,none,Blue
5,1,2,Imp,Flying,Black
1,1,1,Human,none,Black
3,4,4,Horror,none,Black
3,2,1,Zombie,none,Black
4,2,2,Skeleton,none,Black
4,2,3,Human,none,Black
5,4,1,Zombie,none,Black
3,1,1,Zombie,none,Black
4,2,1,Zombie,none,Black
4,0,1,Zombie,Flying,Black
8,6,6,Demon,Flying,Black
2,1,1,Slith,none,Black
5,1,1,Horror,none,Black
3,0,2,Wall,none,Black
5,2,3,Zombie,none,Black
5,4,5,Beast,none,Red
2,1,2,Atog,none,Red
2,1,1,Goblin,First strike,Red
3,2,2,Goblin,none,Red
1,1,1,Goblin,none,Red
6,3,4,Atog,none,Red
5,3,3,Ogre,none,Red
6,5,4,Ogre,none,Red
2,1,1,Slith,Haste,Red
3,1,2,Goblin,none,Red
5,2,2,Human,Haste,Red
4,3,2,Human,Haste,Red
3,1,1,Elemental,none,Red
1,1,1,Ouphe,none,Green
5,2,2,Boar,none,Green
5,4,4,Beast,Trample,Green
4,3,2,Elf,First strike,Green
6,3,3,Beast,none,Green
8,6,6,Elemental,Trample,Green
5,4,6,Slug,none,Green
7,8,8,Wurm,Hexproof,Green
2,1,1,Slith,Trample,Green
5,2,4,Elf,none,Green
2,2,1,Elf,none,Green
4,2,3,Troll,none,Green
3,3,2,Troll,Hexproof,Green
7,5,6,Troll,none,Green
3,1,2,Elf,none,Green
3,2,2,Elf,none,Green
7,2,2,Elf,none,Green
2,0,4,Wall,Flying,White
3,2,2,Human,none,White
5,2,2,Bird,Flying,White
4,2,2,Bird,Flying,White
5,2,3,Bird,Flying,White
2,1,1,Human,none,White
4,1,4,Human,none,White
3,*,*,Lhurgoyf,Vigilance,White
1,1,1,Human,none,White
1,1,1,Human,none,White
1,1,2,Human,none,White
3,1,1,Human,none,White
4,1,4,Antelope,none,White
3,1,1,Human,none,White
3,2,2,Bird,Flying,White
4,1,4,Human,none,White
3,2,2,Human,none,White
3,2,1,Human,none,White
1,1,1,Human,Vigilance,White
2,2,1,Human,none,White
4,2,4,Human,none,White
3,1,2,Human,none,White
2,2,2,Hound,none,White
3,2,2,Human,none,White
3,1,3,Human,none,White
3,1,3,Human,none,White
4,2,3,Human,First strike,White
2,1,1,Bird,Flying,White
1,1,1,Human,none,White
6,4,4,Angel,Flying,White
6,3,3,Cephalid,none,Blue
7,6,6,Illusion,Flying,Blue
4,2,2,Bird,Flying,Blue
4,2,3,Bird,Flying,Blue
5,3,3,Bird,Flying,Blue
3,1,1,Human,none,Blue
5,3,2,Griffin,Flying,Blue
4,2,2,Cephalid,none,Blue
3,2,1,Cephalid,none,Blue
4,2,3,Cephalid,none,Blue
2,1,1,Cephalid,Flying,Blue
8,*,*,Lhurgoyf,Flying,Blue
4,4,3,Serpent,none,Blue
2,1,1,Human,none,Blue
3,2,2,Human,none,Blue
2,2,2,Illusion,none,Blue
5,0,1,Illusion,Flying,Blue
3,1,2,Human,none,Blue
5,2,2,Human,none,Blue
3,1,1,Shapeshifter,none,Blue
4,4,4,Beast,Flying,Blue
2,2,2,Beast,Flying,Blue
1,1,1,Beast,Flying,Blue
4,2,3,Bird,Flying,Blue
2,1,1,Horror,Flying,Black
4,2,2,Human,none,Black
2,1,1,Human,none,Black
6,5,5,Human,none,Black
4,2,2,Horror,Flying,Black
2,2,1,Zombie,none,Black
5,4,3,Horror,Flying,Black
4,2,3,Human,none,Black
3,2,1,Imp,Flying,Black
6,3,4,Horror,none,Black
4,3,2,Zombie,none,Black
2,2,2,Hound,none,Black
3,2,2,Imp,none,Black
2,1,1,Horror,none,Black
4,2,2,Zombie,none,Black
3,1,1,Rat,none,Black
4,4,3,Horror,none,Black
4,*,*,Lhurgoyf,none,Black
3,1,2,Human,none,Black
4,1,1,Human,none,Black
5,3,3,Vampire,Flying,Black
2,3,3,Zombie,none,Black
5,2,2,Human,none,Black
6,4,4,Vampire,Flying,Black
4,1,1,Shade,none,Black
5,3,2,Zombie,none,Black
1,1,1,Zombie,none,Black
5,2,2,Human,none,Red
8,6,6,Elemental,none,Red
3,2,1,Human,none,Red
4,1,1,Dwarf,none,Red
4,2,2,Beast,none,Red
1,1,1,Dwarf,none,Red
3,2,2,Dwarf,none,Red
5,4,3,Dwarf,none,Red
3,3,4,Beast,none,Red
5,2,3,Ogre,none,Red
4,3,1,Human,First strike,Red
6,6,1,Human,Haste,Red
2,2,2,Hound,none,Red
4,*,*,Lhurgoyf,Haste,Red
4,1,1,Dwarf,none,Red
2,3,3,Minotaur,none,Red
1,1,1,Lizard,none,Red
4,2,3,Elemental,Haste,Red
2,1,1,Dwarf,none,Red
3,1,1,Dwarf,none,Red
5,0,0,Elemental,Trample,Red
1,1,1,Dwarf,none,Red
4,1,1,Dwarf,none,Red
3,2,2,Human,none,Green
3,1,1,Elemental,none,Green
6,3,4,Centaur,none,Green
1,1,1,Human,none,Green
1,1,1,Human,none,Green
5,4,4,Ape,Trample,Green
1,0,0,Elemental,none,Green
4,2,3,Centaur,Reach,Green
3,3,1,Human,Trample,Green
4,1,1,Squirrel,none,Green
3,2,2,Centaur,none,Green
5,3,3,Elephant,none,Green
4,2,2,Insect,none,Green
3,1,2,Insect,none,Green
3,1,1,Insect,none,Green
1,1,1,Mongoose,none,Green
6,1,1,Human,none,Green
5,3,4,Elephant,none,Green
3,2,2,Centaur,none,Green
2,1,2,Centaur,Reach,Green
3,3,2,Centaur,none,Green
4,3,3,Cat,none,Green
3,2,2,Squirrel,none,Green
7,4,5,Basilisk,none,Green
3,*,*,Lhurgoyf,Trample,Green
3,2,2,Insect,none,Green
2,1,1,Human,none,Green
2,2,2,Hound,none,Green
1,1,2,Human,none,Green
4,1,2,Human,none,Green
3,6,1,Elemental,Haste,Red
4,1,4,Spirit,Flying,Blue
2,0,1,Human,none,Green
3,5,5,Horror,Trample,Black
5,1,1,Elf,none,Green
2,1,1,Human,none,Green
6,4,5,Angel,Flying,White
1,1,1,Human,none,Red
4,4,4,Beast,none,Green
2,1,2,Goblin,none,Red
5,3,3,Shapeshifter,none,Blue
3,3,1,Faerie,Flash,Blue
2,2,1,Human,none,Black
1,1,1,Goblin,none,Red
4,3,2,Human,none,Black
1,0,1,Human,none,Green
5,2,2,Angel,Flying,White
3,1,1,Human,none,Red
5,4,4,Incarnation,none,Green
7,4,7,Praetor,Vigilance,White
3,2,2,Human,Flash,Red
3,2,3,Human,none,Red
3,1,4,Human,none,White
4,1,1,Human,Flash,White
5,3,3,Fish,none,Blue
4,2,2,Faerie,Flying,Blue
3,3,3,Human,none,Black
4,4,2,Elemental,Haste,Red
3,2,1,Goblin,First strike,Red
6,5,5,Dragon,Flying,Red
11,10,10,Avatar,none,Green
8,8,8,Centaur,Trample,Green
3,2,3,Human,none,White
9,5,6,Archon,Flying,White
4,0,0,Human,none,White
5,2,3,Human,none,White
3,2,1,Hippogriff,Flash,White
3,2,2,Human,none,White
3,1,1,Shapeshifter,none,White
5,4,3,Elemental,Flying,White
4,2,3,Spirit,Flying,White
4,0,0,Human,none,Blue
5,*,*,Avatar,none,Blue
3,1,1,Squid,none,Blue
2,1,3,Vedalken,none,Blue
2,1,1,Bird,Flying,Blue
3,2,2,Human,none,Blue
2,1,1,Vedalken,none,Blue
4,4,3,Insect,none,Black
4,3,3,Orc,none,Black
2,0,0,Elemental,none,Black
5,0,4,Horror,none,Black
3,1,1,Ooze,none,Black
4,3,3,Vampire,Flying,Black
2,1,1,Zombie,none,Black
3,3,2,Human,First strike,Red
7,5,5,Dragon,Flying,Red
6,3,3,Human,none,Red
7,5,5,Dragon,Flying,Red
6,6,5,Dragon,Flying,Red
2,2,1,Human,none,Red
5,5,4,Ogre,none,Red
2,1,2,Goblin,none,Red
7,5,5,Avatar,Haste,Red
3,2,2,Shapeshifter,none,Red
3,1,1,Human,none,Green
2,2,1,Human,none,Green
4,0,3,Elemental,none,Green
4,2,2,Elf,none,Green
5,0,0,Hydra,Trample,Green
3,1,1,Hydra,Trample,Green
5,4,4,Fungus,none,Green
2,1,1,Elf,none,Green
6,0,0,Elf,none,Green
2,1,1,Snake,none,Green
2,1,1,Satyr,none,Green
2,2,2,Ooze,none,Green
2,1,1,Human,none,Green
4,1,1,Elf,none,Green
6,5,5,Beast,Trample,Green
3,2,3,Human,none,Green
1,1,1,Human,none,Green
2,0,4,Plant,none,Green
3,1,1,Human,none,Green
4,5,5,Human,none,Red
4,2,2,Human,Trample,White
3,0,1,Human,none,Blue
3,6,1,Elemental,Haste,Red
4,0,1,Spirit,none,Black
2,1,1,Imp,Flying,Black
1,1,1,Rat,none,Black
